Epochs, Classification Accuracy, Training MSE
338,0.8180592991913747,0.26650016785412856
339,0.8247978436657682,0.2628465651183887
340,0.8423180592991913,0.252644713420907
341,0.7857142857142857,0.32095919100743026
342,0.8355795148247979,0.25010702084791275
343,0.8369272237196765,0.25603150136935976
344,0.8598382749326146,0.21859121733205197
345,0.8638814016172507,0.21082281039008535
346,0.8234501347708895,0.257975708236371
347,0.862533692722372,0.2152477685794712
348,0.8288409703504043,0.25701429426075906
349,0.8315363881401617,0.2505466508361593
350,0.8598382749326146,0.21053224170386575
351,0.8477088948787062,0.22519331831012482
352,0.8355795148247979,0.2458543992526063
353,0.8517520215633423,0.22793508100359344
354,0.8477088948787062,0.2273490302897294
355,0.8450134770889488,0.23489567949705062
356,0.8342318059299192,0.2545210846165931
357,0.8221024258760108,0.2644896444686933
358,0.8059299191374663,0.2971307716906925
359,0.866576819407008,0.20556520774171483
360,0.8126684636118598,0.27938993411120305
361,0.8342318059299192,0.24378187338087948
362,0.8584905660377359,0.21446175513943164
363,0.8504043126684636,0.22704207873034227
364,0.8409703504043127,0.2457050176907532
365,0.8652291105121294,0.20843734875917747
366,0.8571428571428571,0.22042871704110828
367,0.8679245283018868,0.19754864641470252
368,0.8652291105121294,0.20768985425459177
369,0.8355795148247979,0.24037254925474097
370,0.8584905660377359,0.21280042444730768
371,0.8234501347708895,0.253164757948183
372,0.8800539083557951,0.18856852561428017
373,0.8746630727762803,0.18991360242705266
374,0.8611859838274932,0.21196698254438634
375,0.8746630727762803,0.1919868528743505
376,0.8652291105121294,0.21668407248771013
377,0.807277628032345,0.28781928059397544
378,0.866576819407008,0.21762465509873835
379,0.839622641509434,0.2446722765903111
380,0.862533692722372,0.20373462305461276
381,0.8571428571428571,0.21261081780262742
382,0.8504043126684636,0.22715735097620882
383,0.8611859838274932,0.19723818476469426
384,0.8557951482479784,0.20744397410351323
385,0.8382749326145552,0.23793835326294116
386,0.8463611859838275,0.22551567162431915
387,0.8638814016172507,0.1988750304621053
388,0.8517520215633423,0.21702906587143275
389,0.8746630727762803,0.18939862100053445
390,0.8315363881401617,0.25002844142397984
391,0.8477088948787062,0.23243546243388014
392,0.8517520215633423,0.23112371763217313
393,0.8733153638814016,0.18806446823280035
394,0.8274932614555256,0.27166931189341675
395,0.8544474393530997,0.22830674585508748
396,0.889487870619946,0.1825678297789656
397,0.8557951482479784,0.21183772046009405
398,0.8477088948787062,0.21480365368368975
399,0.8962264150943396,0.16589101413397164
400,0.8692722371967655,0.20227874331000564
401,0.8261455525606469,0.24153269021333218
402,0.8517520215633423,0.2214668016069805
403,0.8369272237196765,0.2574350791383468
404,0.8706199460916442,0.19765475745985311
405,0.8099730458221024,0.28227049849016594
406,0.8032345013477089,0.28613388588620625
407,0.8463611859838275,0.22628811017678022
408,0.871967654986523,0.1949945588674065
409,0.8840970350404312,0.18485593310644297
410,0.8867924528301887,0.1930182964818292
411,0.8746630727762803,0.19949632389754618
412,0.8854447439353099,0.180592688154762
413,0.9016172506738545,0.15277077535419462
414,0.8854447439353099,0.17677980089275777
415,0.8854447439353099,0.18390270847313586
416,0.8652291105121294,0.21238746600445849
417,0.866576819407008,0.2126202943165173
418,0.8369272237196765,0.24346196368076128
419,0.8908355795148248,0.1777593679930095
420,0.8787061994609164,0.1915945490403314
421,0.8867924528301887,0.17899738375059646
422,0.8652291105121294,0.2140748601342477
423,0.8477088948787062,0.2236434796203071
424,0.8490566037735849,0.22056669314083688
425,0.8584905660377359,0.21763040034886655
426,0.8342318059299192,0.23925063616498318
427,0.876010781671159,0.19455051811906598
428,0.9002695417789758,0.17051743423651491
429,0.8477088948787062,0.23555738897648243
430,0.8638814016172507,0.20245187585157784
431,0.8328840970350404,0.26457113207889393
432,0.839622641509434,0.2405345146270805
433,0.8571428571428571,0.21879647584401052
434,0.894878706199461,0.17120812452046852
435,0.871967654986523,0.2010482407989032
436,0.8921832884097035,0.17394700961680448
437,0.8598382749326146,0.20834359422776513
438,0.8450134770889488,0.2372124437394796
439,0.871967654986523,0.19683961795802568
440,0.8261455525606469,0.2460819634725948
441,0.871967654986523,0.19405638576423576
442,0.8450134770889488,0.23354557231212533
443,0.862533692722372,0.21736601786924425
444,0.889487870619946,0.1734931574425362
445,0.8827493261455526,0.17478438037997432
446,0.8746630727762803,0.1850489961661023
447,0.7857142857142857,0.3125360337269558
448,0.8544474393530997,0.2417047281898192
449,0.8463611859838275,0.22365145603601214
450,0.8692722371967655,0.2066505928893746
451,0.8881401617250674,0.1736120531527734
452,0.8652291105121294,0.20134866716405003
453,0.866576819407008,0.19746068488284055
454,0.8814016172506739,0.1801729712508633
455,0.898921832884097,0.1646622844266034
456,0.866576819407008,0.21176571003452038
457,0.8692722371967655,0.201387864821849
458,0.9083557951482479,0.14486688567649184
459,0.889487870619946,0.18179949991163058
460,0.8221024258760108,0.24660538756260536
461,0.8692722371967655,0.1923456556799479
462,0.8854447439353099,0.17760299853784373
463,0.8544474393530997,0.2234529993277817
464,0.8113207547169812,0.28486292301627536
465,0.8530997304582211,0.2335620105328656
466,0.8814016172506739,0.19362639716517038
467,0.8814016172506739,0.1874689907044085
468,0.8935309973045822,0.16983036689773323
469,0.8975741239892183,0.170952508799
470,0.8504043126684636,0.22210585142469236
471,0.8800539083557951,0.18803634521749224
472,0.8787061994609164,0.16889775886722566
473,0.8504043126684636,0.22649259893402388
474,0.8867924528301887,0.18349654378594002
475,0.8746630727762803,0.18739086617534428
476,0.894878706199461,0.17241898888017052
477,0.8840970350404312,0.17544068156851872
478,0.9029649595687331,0.14870477088060263
479,0.8935309973045822,0.16189151354741835
480,0.8827493261455526,0.17113289774399798
481,0.8975741239892183,0.1559550926691928
482,0.8787061994609164,0.18151371441744665
483,0.8840970350404312,0.17830278062560503
484,0.8517520215633423,0.22109128949544302
485,0.8234501347708895,0.2579815339977612
486,0.8800539083557951,0.19348035209206804
487,0.8557951482479784,0.22692358059211326
488,0.8611859838274932,0.20850637321466622
489,0.8787061994609164,0.19048027185980218
490,0.8773584905660378,0.19122833737050307
491,0.8342318059299192,0.2528882117037384
492,0.866576819407008,0.21007107368132832
493,0.866576819407008,0.20798849260625288
494,0.9002695417789758,0.16265854261400092
495,0.8638814016172507,0.20210400078595525
496,0.871967654986523,0.18362235174048813
497,0.8638814016172507,0.19991536499574747
498,0.8544474393530997,0.23778121855196005
499,0.9029649595687331,0.15731074054063923
500,0.8800539083557951,0.18177341900317748
